Airline,Source,Destination,Total_Stops,Additional_Info,Price,Journey_Day,Journey_Month,Is_Weekend,Dep_Hour,Dep_Min,Arrival_Hour,Arrival_Min,Duration_Total_Mins
IndiGo,Banglore,Delhi,0,No info,48.65,9,6,1,10,10,13,0,170
Jet Airways,Banglore,Delhi,1,In-flight meal not included,86.15,21,3,0,20,35,7,40,665
Vistara,Banglore,Delhi,0,No info,59.43,3,4,0,11,30,14,20,170
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,42.25,1,4,0,9,0,11,25,145
Jet Airways,Delhi,Cochin,2,No info,122.02,21,3,0,10,45,4,25,1060
Jet Airways,Banglore,Delhi,0,No info,79.52,24,4,0,19,50,22,50,180
IndiGo,Banglore,Delhi,0,No info,53.05,27,5,0,16,55,19,55,180
Jet Airways,Kolkata,Banglore,1,No info,126.14,1,5,0,9,35,19,10,575
IndiGo,Kolkata,Banglore,1,No info,67.22,1,5,0,7,10,12,40,330
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,88.73,9,5,0,17,0,10,55,1075
IndiGo,Delhi,Cochin,1,No info,79.84,27,3,0,4,45,21,0,975
Air India,Delhi,Cochin,0,No info,52.02,27,3,0,5,10,8,0,170
Multiple carriers,Delhi,Cochin,1,No info,166.48,6,3,0,9,10,18,50,580
Air India,Kolkata,Banglore,2,No info,139.9,24,5,0,9,25,1,20,955
Jet Airways,Mumbai,Hyderabad,0,No info,62.46,18,6,0,2,55,4,20,85
IndiGo,Delhi,Cochin,1,No info,58.28,24,6,0,6,50,12,10,320
Jet Airways,Banglore,Delhi,1,No info,162.96,6,3,0,11,40,0,45,785
SpiceJet,Kolkata,Banglore,0,No info,49.4,18,5,1,9,0,11,25,145
Multiple carriers,Delhi,Cochin,1,No info,125.63,27,3,0,10,20,18,50,510
Jet Airways,Banglore,Delhi,1,No info,135.12,18,3,0,8,0,7,40,1420
Jet Airways,Banglore,Delhi,0,No info,79.52,12,5,1,6,0,8,45,165
IndiGo,Banglore,Delhi,0,No info,53.05,15,4,0,7,10,10,5,175
Jet Airways,Delhi,Cochin,1,In-flight meal not included,141.88,27,6,0,20,55,4,25,450
Multiple carriers,Delhi,Cochin,1,No info,149.46,27,6,0,7,5,21,0,835
Jet Airways,Delhi,Cochin,1,In-flight meal not included,136.1,18,5,1,9,0,4,25,1165
Multiple carriers,Delhi,Cochin,1,In-flight meal not included,65.99,21,3,0,7,10,22,20,910
Air India,Kolkata,Banglore,2,No info,119.98,18,5,1,8,20,18,30,610
Jet Airways,Kolkata,Banglore,1,No info,155.66,6,6,0,9,35,21,5,690
IndiGo,Banglore,Delhi,0,No info,50.5,12,5,1,23,30,2,20,170
Jet Airways,Banglore,Delhi,1,No info,211.48,6,3,0,14,5,20,20,375
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,106.29,6,5,0,14,5,12,0,1315
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,119.28,1,5,0,6,30,18,15,705
Multiple carriers,Delhi,Cochin,1,No info,151.0,9,5,0,13,0,21,0,480
Jet Airways,Kolkata,Banglore,1,No info,155.66,18,5,1,9,35,21,5,690
Jet Airways,Delhi,Cochin,1,In-flight meal not included,112.88,27,6,0,18,15,12,35,1100
SpiceJet,Kolkata,Banglore,0,No info,42.6,12,6,0,9,0,11,25,145
Jet Airways,Delhi,Cochin,2,No info,143.15,24,6,0,19,30,4,25,535
Air India,Kolkata,Banglore,0,No info,60.61,21,6,0,14,15,16,45,150
Jet Airways,Delhi,Cochin,2,No info,190.1,9,3,1,10,45,4,25,1060
Multiple carriers,Delhi,Cochin,2,No info,73.18,27,3,0,9,45,21,20,695
IndiGo,Delhi,Cochin,1,No info,134.35,3,3,1,9,55,15,10,315
Air India,Mumbai,Hyderabad,0,No info,39.88,1,5,0,13,55,15,25,90
IndiGo,Banglore,Delhi,0,No info,75.46,3,3,1,8,30,11,30,180
GoAir,Delhi,Cochin,1,No info,42.64,24,6,0,10,35,19,35,540
Vistara,Banglore,Delhi,0,No info,61.74,27,4,1,19,30,22,15,165
Air India,Delhi,Cochin,2,No info,98.68,27,3,0,5,55,7,40,1545
Jet Airways,Banglore,Delhi,0,In-flight meal not included,44.33,21,5,0,19,50,22,50,180
IndiGo,Delhi,Cochin,1,No info,88.82,27,3,0,15,0,1,35,635
Multiple carriers,Delhi,Cochin,1,No info,77.05,15,6,1,6,0,21,0,900
IndiGo,Kolkata,Banglore,0,No info,52.56,6,3,0,22,10,0,55,165
Vistara,Chennai,Kolkata,0,No info,40.56,9,5,0,7,5,9,20,135
Jet Airways,Delhi,Cochin,1,In-flight meal not included,112.88,9,6,1,11,30,4,25,1015
IndiGo,Delhi,Cochin,1,No info,76.77,6,5,0,10,35,1,30,895
Multiple carriers,Delhi,Cochin,1,No info,73.89,21,3,0,7,5,16,10,545
Jet Airways,Banglore,Delhi,1,No info,184.1,6,3,0,8,55,23,0,845
Air India,Banglore,Delhi,1,No info,79.11,15,3,0,11,50,19,50,480
IndiGo,Kolkata,Banglore,1,No info,46.49,15,4,0,6,20,10,30,250
Multiple carriers,Delhi,Cochin,1,No info,105.9,21,5,0,8,30,19,0,630
Jet Airways,Delhi,Cochin,1,In-flight meal not included,52.33,3,4,0,2,15,19,0,1005
Jet Airways,Kolkata,Banglore,1,No info,160.28,24,5,0,14,5,22,35,510
Air Asia,Kolkata,Banglore,1,No info,56.78,1,4,0,6,50,10,30,220
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,119.28,18,5,1,16,30,16,20,1430
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,41.96,21,3,0,9,0,11,30,150
Jet Airways,Banglore,Delhi,1,No info,189.87,6,3,0,11,40,9,30,1310
Jet Airways,Banglore,Delhi,1,No info,184.1,6,3,0,21,25,7,40,615
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,42.25,21,6,0,9,0,11,25,145
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,119.28,24,5,0,14,5,20,45,400
IndiGo,Delhi,Cochin,1,No info,75.22,21,3,0,10,45,21,0,615
Air India,Kolkata,Banglore,1,No info,72.73,12,5,1,12,0,13,15,1515
Air India,Banglore,Delhi,0,No info,97.36,9,3,1,13,20,16,10,170
Vistara,Mumbai,Hyderabad,1,No info,136.34,6,3,0,8,45,19,55,670
Air Asia,Banglore,Delhi,0,No info,47.1,24,6,0,4,55,7,45,170
Jet Airways,Kolkata,Banglore,1,No info,162.59,21,5,0,20,0,9,20,800
Multiple carriers,Delhi,Cochin,1,No info,106.11,12,6,0,9,45,22,30,765
IndiGo,Delhi,Cochin,1,No info,72.91,27,5,0,15,0,1,30,630
Vistara,Banglore,Delhi,0,No info,51.35,18,6,0,7,0,9,40,160
Multiple carriers,Delhi,Cochin,1,No info,185.49,6,3,0,18,0,1,35,455
Multiple carriers,Delhi,Cochin,1,No info,134.11,9,6,1,7,0,19,0,720
Jet Airways,Delhi,Cochin,1,No info,139.91,21,3,0,2,15,4,25,1570
Jet Airways,Delhi,Cochin,1,In-flight meal not included,141.88,21,5,0,21,50,12,35,885
Jet Airways,Delhi,Cochin,1,In-flight meal not included,112.88,3,6,0,19,45,19,0,1395
SpiceJet,Kolkata,Banglore,1,No info,85.84,24,5,0,15,55,21,25,330
IndiGo,Kolkata,Banglore,0,No info,45.91,18,4,0,4,40,7,15,155
IndiGo,Mumbai,Hyderabad,0,No info,24.5,27,6,0,20,5,21,40,95
Jet Airways,Banglore,Delhi,1,In-flight meal not included,121.96,18,3,0,22,50,9,0,610
Multiple carriers,Delhi,Cochin,1,No info,128.34,21,3,0,8,0,18,50,650
Air India,Delhi,Cochin,0,No info,87.24,6,3,0,18,5,21,10,185
IndiGo,Chennai,Kolkata,0,No info,58.05,12,6,0,22,5,0,25,140
Jet Airways,Kolkata,Banglore,1,No info,149.89,12,6,0,6,30,18,15,705
Jet Airways,Delhi,Cochin,1,In-flight meal not included,136.1,18,5,1,18,15,4,25,610
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,110.34,24,3,1,6,30,18,10,700
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,119.28,12,5,1,16,30,20,45,1695
GoAir,Delhi,Cochin,1,No info,72.5,9,5,0,10,35,19,35,540
Jet Airways,Delhi,Cochin,1,In-flight meal not included,59.47,1,4,0,18,15,19,0,1485
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,119.28,15,5,0,21,10,16,20,1150
SpiceJet,Mumbai,Hyderabad,0,No info,22.19,27,5,0,22,45,0,15,90
Jet Airways,Delhi,Cochin,1,In-flight meal not included,136.1,9,5,0,10,0,12,35,1595
Air India,Delhi,Cochin,1,No info,95.36,6,6,0,7,0,19,15,735
Air Asia,Delhi,Cochin,1,No info,67.66,27,3,0,7,55,15,45,470
Multiple carriers,Delhi,Cochin,1,No info,113.83,18,5,1,9,45,22,30,765
Jet Airways,Banglore,Delhi,0,No info,88.18,24,3,1,19,55,22,35,160
IndiGo,Banglore,Delhi,0,No info,53.05,12,6,0,8,30,11,20,170
Air India,Kolkata,Banglore,0,No info,60.61,21,5,0,14,15,16,45,150
Air India,Mumbai,Hyderabad,0,No info,34.1,18,3,0,6,20,7,40,80
Jet Airways,Delhi,Cochin,1,In-flight meal not included,112.88,27,6,0,18,15,19,0,1485
Jet Airways,Delhi,Cochin,1,No info,161.85,1,6,1,11,30,19,0,450
Jet Airways,Delhi,Cochin,1,In-flight meal not included,112.88,15,6,1,10,0,19,0,540
Air India,Banglore,Delhi,0,No info,76.57,18,6,0,17,0,19,50,170
IndiGo,Delhi,Cochin,1,No info,68.27,27,5,0,17,30,1,30,480
Air India,Banglore,Delhi,2,No info,86.94,15,3,0,8,15,22,55,880
Jet Airways,Delhi,Cochin,2,No info,141.01,27,6,0,19,10,12,35,1045
Jet Airways,Delhi,Cochin,1,In-flight meal not included,112.88,15,6,1,21,50,12,35,885
IndiGo,Banglore,Delhi,0,No info,50.5,21,4,1,1,30,4,15,165
Jet Airways,Delhi,Cochin,2,In-flight meal not included,114.05,24,6,0,9,40,12,35,1615
Multiple carriers,Delhi,Cochin,1,In-flight meal not included,122.56,9,5,0,7,5,19,15,730
Air India,Delhi,Cochin,0,No info,52.02,6,4,1,5,10,8,0,170
Multiple carriers,Delhi,Cochin,1,No info,103.66,9,5,0,13,0,1,30,750
Multiple carriers,Delhi,Cochin,1,In-flight meal not included,166.5,6,3,0,9,0,15,30,390
Air India,Delhi,Cochin,2,No info,134.19,18,5,1,17,15,7,40,865
Jet Airways,Delhi,Cochin,1,In-flight meal not included,112.88,12,6,0,11,30,4,25,1015
IndiGo,Delhi,Cochin,0,No info,52.02,3,4,0,14,20,17,35,195
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,42.25,9,6,1,17,10,19,40,150
Jet Airways,Kolkata,Banglore,1,No info,158.27,18,5,1,18,55,9,20,865
IndiGo,Mumbai,Hyderabad,0,No info,30.29,27,6,0,2,35,4,5,90
Air India,Banglore,Delhi,2,No info,135.94,3,3,1,8,50,10,35,1545
Air India,Kolkata,Banglore,2,No info,67.29,15,5,0,9,10,4,40,1170
Jet Airways,Delhi,Cochin,2,No info,166.42,24,5,0,5,30,4,25,1375
Jet Airways,Kolkata,Banglore,1,No info,158.27,15,5,0,21,10,8,15,665
Air India,Delhi,Cochin,1,No info,82.28,24,6,0,12,30,9,25,1255
Multiple carriers,Delhi,Cochin,1,In-flight meal not included,118.7,27,6,0,6,0,12,35,395
Jet Airways,Delhi,Cochin,1,No info,136.97,27,3,0,7,5,4,25,1280
IndiGo,Kolkata,Banglore,1,No info,46.49,21,5,0,19,55,23,50,235
Vistara,Banglore,Delhi,0,No info,59.43,15,4,0,21,0,23,50,170
Multiple carriers,Delhi,Cochin,1,No info,106.11,1,6,1,9,45,22,30,765
Air Asia,Banglore,Delhi,0,No info,47.1,3,6,0,4,55,7,45,170
Multiple carriers,Delhi,Cochin,1,No info,86.3,27,3,0,8,55,15,30,395
IndiGo,Chennai,Kolkata,0,No info,37.22,21,3,0,19,35,21,55,140
IndiGo,Banglore,Delhi,0,No info,53.05,6,5,0,18,55,21,50,175
IndiGo,Chennai,Kolkata,0,No info,39.57,15,6,1,19,35,21,55,140
Multiple carriers,Delhi,Cochin,1,No info,149.46,15,6,1,9,0,21,0,720
Air Asia,Delhi,Cochin,1,No info,148.21,3,3,1,16,45,7,10,865
IndiGo,Chennai,Kolkata,0,No info,37.22,21,3,0,13,20,15,35,135
Jet Airways,Delhi,Cochin,2,No info,166.42,27,5,0,5,30,19,0,810
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,94.45,21,5,0,6,30,8,15,1545
IndiGo,Banglore,Delhi,0,No info,50.5,9,6,1,23,30,2,20,170
Jet Airways,Delhi,Cochin,2,No info,152.7,27,6,0,11,45,12,35,1490
Multiple carriers,Delhi,Cochin,1,No info,201.15,3,3,1,13,0,1,35,755
Air Asia,Kolkata,Banglore,1,No info,57.11,15,5,0,7,35,19,25,710
Jet Airways,Delhi,Cochin,2,In-flight meal not included,122.3,27,6,0,9,40,12,35,1615
IndiGo,Delhi,Cochin,1,No info,163.58,3,3,1,6,40,15,30,530
Air India,Kolkata,Banglore,2,No info,166.18,24,5,0,10,0,5,25,1165
Air India,Delhi,Cochin,1,No info,95.36,12,6,0,7,0,19,15,735
GoAir,Kolkata,Banglore,1,No info,56.88,1,4,0,16,40,0,15,455
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,93.82,12,6,0,16,30,12,0,1170
Jet Airways,Delhi,Cochin,1,In-flight meal not included,81.82,27,3,0,23,5,4,25,320
IndiGo,Delhi,Cochin,1,No info,68.27,9,6,1,17,10,1,30,500
Air India,Banglore,Delhi,0,No info,78.88,9,6,1,17,0,19,45,165
Jet Airways,Kolkata,Banglore,1,No info,155.66,9,6,1,9,35,14,25,1730
Jet Airways,Kolkata,Banglore,1,No info,164.33,9,6,1,18,55,8,15,800
Jet Airways,Banglore,Delhi,1,No info,283.08,1,3,0,11,40,11,25,1425
Jet Airways,Delhi,Cochin,2,No info,152.7,12,6,0,9,25,4,25,1140
Vistara,Kolkata,Banglore,1,No info,105.1,18,5,1,20,20,18,50,1350
IndiGo,Kolkata,Banglore,0,No info,52.84,27,4,1,20,20,22,55,155
Vistara,Chennai,Kolkata,0,No info,72.9,15,3,0,7,5,9,20,135
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,94.45,12,5,1,6,30,12,0,330
IndiGo,Kolkata,Banglore,0,No info,52.84,9,5,0,22,15,0,50,155
Air India,Banglore,Delhi,2,No info,188.48,1,3,0,8,50,23,55,2345
Jet Airways,Delhi,Cochin,1,No info,171.09,9,5,0,10,0,19,0,540
IndiGo,Delhi,Cochin,1,No info,75.22,27,5,0,8,30,21,0,750
IndiGo,Delhi,Cochin,1,No info,90.84,3,3,1,7,35,12,0,265
GoAir,Delhi,Cochin,1,No info,90.34,6,3,0,10,25,19,20,535
Multiple carriers,Delhi,Cochin,1,No info,134.11,6,6,0,7,0,19,0,720
Multiple carriers,Delhi,Cochin,1,No info,163.33,3,6,0,10,0,19,15,555
IndiGo,Kolkata,Banglore,0,No info,45.63,21,3,0,15,10,17,45,155
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,119.28,6,6,0,20,0,12,0,960
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,119.28,18,5,1,18,55,22,35,1660
Multiple carriers,Delhi,Cochin,1,No info,74.74,24,6,0,19,0,1,30,390
Jet Airways,Kolkata,Banglore,1,No info,162.59,15,5,0,16,30,4,40,730
IndiGo,Delhi,Cochin,1,No info,72.4,27,6,0,7,15,12,30,315
SpiceJet,Banglore,Delhi,0,No check-in baggage included,43.11,24,4,0,9,30,12,20,170
Multiple carriers,Delhi,Cochin,1,No info,106.11,27,6,0,9,45,22,30,765
SpiceJet,Banglore,Delhi,1,1 Long layover,85.18,1,3,0,15,35,23,40,485
Jet Airways,Delhi,Cochin,2,In-flight meal not included,129.06,6,6,0,9,40,12,35,1615
Jet Airways,Delhi,Cochin,1,In-flight meal not included,112.88,15,6,1,9,0,4,25,1165
Jet Airways,Banglore,Delhi,1,No info,192.76,12,3,0,5,45,12,15,390
SpiceJet,Mumbai,Hyderabad,0,No info,39.63,9,3,1,22,45,0,10,85
Multiple carriers,Delhi,Cochin,1,No info,83.2,18,5,1,7,30,19,15,705
Multiple carriers,Delhi,Cochin,1,No info,77.05,9,6,1,10,20,21,0,640
IndiGo,Delhi,Cochin,1,No info,163.58,3,3,1,9,10,1,35,985
Air Asia,Banglore,Delhi,0,No info,47.1,18,4,0,4,55,7,45,170
Jet Airways,Delhi,Cochin,2,No info,166.42,27,5,0,23,5,12,35,810
Air Asia,Delhi,Cochin,1,No info,74.27,24,6,0,16,45,22,25,340
Air India,Delhi,Cochin,0,No info,67.03,21,5,0,14,5,17,55,230
IndiGo,Mumbai,Hyderabad,0,No info,34.92,1,5,0,16,55,18,25,90
Multiple carriers,Delhi,Cochin,1,No info,90.93,27,6,0,8,45,19,15,630
GoAir,Banglore,Delhi,0,No info,73.94,12,4,0,20,55,23,40,165
SpiceJet,Kolkata,Banglore,0,No info,42.6,24,6,0,6,55,9,30,155
Air India,Mumbai,Hyderabad,0,No info,28.32,3,4,0,13,55,15,25,90
Multiple carriers,Delhi,Cochin,1,No info,85.66,21,5,0,6,40,19,15,755
IndiGo,Delhi,Cochin,1,No info,101.83,3,3,1,2,0,7,45,345
Jet Airways,Banglore,Delhi,0,In-flight meal not included,44.33,12,5,1,18,55,22,0,185
SpiceJet,Banglore,Delhi,0,No info,54.9,3,5,0,21,10,0,5,175
IndiGo,Delhi,Cochin,1,No info,108.47,21,3,0,7,30,13,20,350
IndiGo,Banglore,Delhi,1,No info,114.47,15,3,0,16,50,21,35,285
Jet Airways,Banglore,Delhi,0,In-flight meal not included,79.52,9,6,1,15,15,18,10,175
Multiple carriers,Delhi,Cochin,1,No info,84.37,15,5,0,8,45,21,0,735
Jet Airways,Delhi,Cochin,2,No info,157.3,24,6,0,20,0,4,25,505
Vistara,Kolkata,Banglore,1,No info,92.97,15,5,0,7,10,10,45,1655
SpiceJet,Kolkata,Banglore,0,No info,42.6,6,4,1,14,55,17,25,150
SpiceJet,Kolkata,Banglore,1,No info,75.38,9,6,1,8,35,17,15,520
Jet Airways,Banglore,Delhi,0,No info,79.52,6,4,1,11,10,14,5,175
Jet Airways,Banglore,Delhi,0,No info,79.52,15,4,0,19,50,22,50,180
Jet Airways,Delhi,Cochin,1,No info,161.85,3,6,0,19,15,12,35,1040
IndiGo,Kolkata,Banglore,0,No info,52.84,12,6,0,17,15,19,50,155
IndiGo,Kolkata,Banglore,1,No info,126.12,9,5,0,9,20,14,15,295
IndiGo,Banglore,Delhi,0,No info,50.5,21,4,1,23,30,2,20,170
IndiGo,Delhi,Cochin,1,No info,72.91,9,6,1,9,15,1,30,975
IndiGo,Delhi,Cochin,1,No info,88.28,6,3,0,2,0,7,45,345
Air Asia,Delhi,Cochin,1,No info,67.67,12,6,0,7,55,15,45,470
IndiGo,Banglore,Delhi,0,No info,43.37,3,4,0,10,10,13,0,170
Vistara,Kolkata,Banglore,1,No info,101.06,6,6,0,7,10,10,45,1655
Vistara,Kolkata,Banglore,1,No info,101.06,21,5,0,20,20,10,45,865
Multiple carriers,Delhi,Cochin,1,No info,113.04,6,3,0,9,45,16,10,385
Multiple carriers,Delhi,Cochin,1,No info,134.11,1,6,1,3,50,19,0,910
Air Asia,Kolkata,Banglore,1,No info,61.09,24,3,1,19,55,23,30,215
Air India,Delhi,Cochin,1,No info,70.15,27,3,0,7,0,19,15,735
IndiGo,Delhi,Cochin,1,No info,68.55,21,3,0,20,30,1,35,305
IndiGo,Delhi,Cochin,1,No info,71.46,9,5,0,5,10,10,5,295
IndiGo,Banglore,Delhi,0,No info,53.05,24,6,0,18,15,21,20,185
IndiGo,Kolkata,Banglore,1,No info,67.28,6,6,0,19,35,23,15,220
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,85.33,9,5,0,20,0,18,15,1335
Multiple carriers,Delhi,Cochin,1,No info,90.93,21,5,0,8,45,19,15,630
SpiceJet,Kolkata,Banglore,0,No info,42.6,21,5,0,6,55,9,30,155
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,130.25,15,5,0,21,10,10,5,775
IndiGo,Kolkata,Banglore,0,No info,52.84,24,5,0,15,30,18,5,155
IndiGo,Banglore,Delhi,0,No info,43.37,1,6,1,10,10,13,0,170
Multiple carriers,Delhi,Cochin,1,No info,174.88,27,5,0,11,30,19,15,465
Jet Airways,Kolkata,Banglore,1,No info,155.66,15,5,0,17,0,21,5,1685
Jet Airways,Delhi,Cochin,1,In-flight meal not included,116.35,9,6,1,16,0,4,25,745
Air India,Banglore,Delhi,0,No info,48.85,3,4,0,6,10,8,55,165
Jet Airways,Delhi,Cochin,1,In-flight meal not included,56.95,6,4,1,11,30,12,35,1505
Air India,Kolkata,Banglore,0,No info,49.06,1,4,0,20,45,23,20,155
Multiple carriers,Delhi,Cochin,1,No info,151.0,18,5,1,8,0,21,0,780
Jet Airways,Delhi,Cochin,1,No info,161.85,3,6,0,16,0,12,35,1235
Jet Airways,Delhi,Cochin,2,In-flight meal not included,116.47,6,6,0,21,25,19,0,1295
Jet Airways,Delhi,Cochin,1,In-flight meal not included,81.82,21,3,0,9,0,18,50,590
Air India,Delhi,Cochin,1,No info,139.45,6,3,0,20,40,9,25,765
Jet Airways,Delhi,Cochin,1,No info,161.85,6,6,0,18,15,19,0,1485
IndiGo,Mumbai,Hyderabad,0,No info,30.29,24,6,0,12,0,13,30,90
IndiGo,Delhi,Cochin,2,No info,71.43,21,3,0,7,35,21,20,825
IndiGo,Banglore,Delhi,1,No info,61.68,15,3,0,16,15,20,35,260
Jet Airways,Banglore,Delhi,1,No info,283.08,1,3,0,22,50,21,20,1350
IndiGo,Banglore,Delhi,0,No info,53.05,3,5,0,7,10,10,5,175
Air India,Mumbai,Hyderabad,0,No info,22.55,21,3,0,21,5,22,25,80
Air India,Banglore,Delhi,1,No info,133.4,12,3,0,8,50,23,15,865
Multiple carriers,Delhi,Cochin,1,No info,147.15,12,6,0,18,15,1,30,435
Jet Airways,Banglore,Delhi,0,No info,79.52,6,5,0,19,50,22,50,180
Vistara,Delhi,Cochin,0,No info,68.38,24,4,0,6,0,9,10,190
Air India,Delhi,Cochin,0,No info,93.02,9,6,1,18,5,21,10,185
Jet Airways,Delhi,Cochin,2,No info,166.42,18,5,1,19,10,12,35,1045
Jet Airways,Banglore,Delhi,1,No info,151.99,12,3,0,16,55,7,40,885
GoAir,Delhi,Cochin,1,No info,69.26,6,5,0,7,25,13,35,370
Air India,Kolkata,Banglore,0,No info,56.87,21,3,0,14,15,16,45,150
SpiceJet,Banglore,Delhi,0,No check-in baggage included,43.11,24,5,0,21,10,0,5,175
IndiGo,Banglore,Delhi,0,No info,53.05,3,4,0,7,10,10,5,175
Jet Airways,Delhi,Cochin,1,In-flight meal not included,112.88,24,6,0,10,0,4,25,1105
Jet Airways,Delhi,Cochin,2,No info,152.7,9,6,1,14,5,12,35,1350
Multiple carriers,Delhi,Cochin,1,No info,149.46,6,6,0,13,0,21,0,480
Jet Airways,Delhi,Cochin,1,In-flight meal not included,130.33,9,3,1,0,20,4,25,1685
Air India,Mumbai,Hyderabad,1,No info,128.46,6,3,0,10,0,23,45,825
IndiGo,Banglore,Delhi,0,No info,53.05,18,5,1,18,25,21,20,175
SpiceJet,Banglore,Delhi,0,No check-in baggage included,43.11,15,4,0,21,10,0,5,175
Vistara,Chennai,Kolkata,0,No info,131.8,12,6,0,17,45,20,5,140
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,117.73,1,5,0,9,35,18,0,505
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,119.28,18,5,1,18,55,23,35,1720
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,119.28,15,5,0,18,55,19,50,1495
IndiGo,Mumbai,Hyderabad,0,No info,34.92,27,6,0,16,55,18,25,90
Air India,Delhi,Cochin,1,No info,109.22,1,6,1,8,0,19,15,675
Jet Airways,Banglore,Delhi,1,No info,211.48,6,3,0,14,5,19,10,305
SpiceJet,Mumbai,Hyderabad,0,No info,22.19,24,5,0,5,45,7,15,90
Jet Airways,Banglore,Delhi,1,In-flight meal not included,86.15,21,3,0,11,40,12,15,1475
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,106.29,1,5,0,6,30,9,20,1610
Multiple carriers,Delhi,Cochin,1,No info,77.05,9,6,1,11,40,21,0,560
IndiGo,Mumbai,Hyderabad,0,No info,34.92,12,5,1,2,35,4,5,90
Air India,Kolkata,Banglore,1,No info,55.07,1,4,0,14,35,15,20,1485
Multiple carriers,Delhi,Cochin,1,No info,104.79,15,6,1,8,45,19,15,630
Jet Airways,Delhi,Cochin,2,No info,146.21,6,6,0,5,30,19,0,810
IndiGo,Delhi,Cochin,1,No info,66.64,9,5,0,21,50,3,35,345
Air India,Delhi,Cochin,3,No info,115.42,24,6,0,5,15,7,40,1585
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,119.28,9,6,1,16,30,22,35,365
Jet Airways,Kolkata,Banglore,1,No info,120.48,1,4,0,9,35,21,5,690
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,119.28,21,5,0,20,0,12,0,960
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,115.93,6,6,0,20,25,9,45,800
Vistara,Delhi,Cochin,0,No info,74.15,18,5,1,6,0,9,10,190
Jet Airways,Kolkata,Banglore,1,No info,160.28,6,6,0,20,0,9,20,800
Jet Airways,Kolkata,Banglore,1,No info,162.59,9,5,0,8,25,18,15,590
IndiGo,Mumbai,Hyderabad,0,No info,42.22,18,5,1,16,55,18,25,90
Air India,Delhi,Cochin,0,No info,57.21,18,6,0,14,5,17,55,230
Air Asia,Delhi,Cochin,1,No info,96.35,9,6,1,7,55,15,45,470
GoAir,Delhi,Cochin,1,No info,68.14,24,4,0,7,0,12,55,355
Air India,Mumbai,Hyderabad,0,No info,34.1,15,3,0,19,30,20,45,75
SpiceJet,Delhi,Cochin,1,No info,65.72,18,5,1,17,55,22,50,295
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,119.28,9,6,1,14,5,23,35,570
Jet Airways,Delhi,Cochin,1,No info,176.87,27,5,0,20,55,4,25,450
SpiceJet,Chennai,Kolkata,0,No check-in baggage included,38.97,27,5,0,8,20,10,35,135
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,42.25,3,5,0,17,10,19,40,150
Jet Airways,Delhi,Cochin,1,In-flight meal not included,112.88,15,6,1,19,15,12,35,1040
Jet Airways,Kolkata,Banglore,1,No info,139.61,12,6,0,9,35,23,35,840
IndiGo,Chennai,Kolkata,0,No info,42.35,1,6,1,7,55,10,15,140
Jet Airways,Delhi,Cochin,1,In-flight meal not included,136.1,18,5,1,8,0,4,25,1225
Air India,Mumbai,Hyderabad,0,No info,34.1,21,3,0,13,55,15,25,90
Vistara,Banglore,Delhi,0,No info,53.66,18,5,1,19,30,22,15,165
Multiple carriers Premium economy,Delhi,Cochin,1,No info,108.29,21,3,0,8,55,21,0,725
IndiGo,Banglore,Delhi,0,No info,44.85,1,5,0,1,30,4,15,165
Multiple carriers,Delhi,Cochin,1,No info,102.46,21,5,0,7,30,19,0,690
Jet Airways,Kolkata,Banglore,1,No info,162.59,9,5,0,14,5,23,35,570
Air India,Mumbai,Hyderabad,2,No info,190.6,6,3,0,16,50,16,55,5
Air India,Banglore,Delhi,0,No info,104.29,9,3,1,17,0,19,50,170
Jet Airways,Delhi,Cochin,2,In-flight meal not included,98.32,27,3,0,5,10,19,45,2315
Jet Airways,Kolkata,Banglore,1,No info,158.27,9,5,0,6,30,12,0,330
